id,level,surface,reading_kana,meaning_ko,severity,queue,accepted_reason,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_fcba82e2406eee81,N2,惑わす,まどわす,"현혹시키다,유혹하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,惑わす,,,naver,surface,策略[詭計]を使って敵を惑わす.,,,https://ja.dict.naver.com/#/search?query=%E6%83%91%E3%82%8F%E3%81%99
w_e4f54ea798784465,N2,坊っちゃん,ぼっちゃん,"도련님, 아드님",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,坊っちゃん,,,naver,surface,坊っちゃんは各章の韻律をいかして時調を書いた。,,,https://ja.dict.naver.com/#/search?query=%E5%9D%8A%E3%81%A3%E3%81%A1%E3%82%83%E3%82%93
w_e00dbe6126a8bcff,N2,物差し,ものさし,"자, 기준",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,物指(し)·物差(し),,,naver,surface,考え方の物差しがちがう,,,https://ja.dict.naver.com/#/search?query=%E7%89%A9%E5%B7%AE%E3%81%97
w_dc6a45628d836fe4,N2,積み重ねる,つみかさねる,"겹겹이쌓다,쌓아올리다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,積(み)重ねる,,,naver,surface,煉瓦を積み重ねる,,,https://ja.dict.naver.com/#/search?query=%E7%A9%8D%E3%81%BF%E9%87%8D%E3%81%AD%E3%82%8B
w_946af014ad2b6ee1,N2,ご馳走様,ごちそうさま,잘 먹었습니다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,ご馳走様‧御馳走様,,,self,surface,ご馳走様でした。,,,https://ja.dict.naver.com/#/search?query=%E3%81%94%E9%A6%B3%E8%B5%B0%E6%A7%98
w_43a17bcc35ccbf97,N2,貸し出す,かしだす,대출하다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,貸(し)出す,,,naver,surface,銀行から金を貸し出す.,,,https://ja.dict.naver.com/#/search?query=%E8%B2%B8%E3%81%97%E5%87%BA%E3%81%99
w_3f46b28da139c16c,N2,売り切れる,うりきれる,"다팔리다,매진되다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,売(り)切れる,,,naver,surface,またたく間に売り切れる,,,https://ja.dict.naver.com/#/search?query=%E5%A3%B2%E3%82%8A%E5%88%87%E3%82%8C%E3%82%8B
w_ef34615da3e743ca,N2,楽天的,らくてんてき,낙천적,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,楽天的,,,naver,surface,私は、楽天的なほうです。,,,https://ja.dict.naver.com/#/search?query=%E6%A5%BD%E5%A4%A9%E7%9A%84
w_75780c2794106632,N2,騒々しい,そうぞうしい,"시끄럽다,떠들썩하다",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,騒々しい通りを歩く。,,,https://ja.dict.naver.com/#/search?query=%E9%A8%92%E3%80%85%E3%81%97%E3%81%84
w_3fdb71882ab12ba8,N2,釣り合う,つりあう,"균형이 맞다, 어울리다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,釣(り)合う,,,naver,surface,左右が釣り合う,,,https://ja.dict.naver.com/#/search?query=%E9%87%A3%E3%82%8A%E5%90%88%E3%81%86
w_94e5e900e99061d0,N2,生け花,いけばな,꽃꽂이,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,生(け)花·活け花,,,self,surface,生け花について話す。,,,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E3%81%91%E8%8A%B1
w_ae56013338fc1207,N2,重苦しい,おもくるしい,"답답하다,숨막히다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,重苦しい,,,naver,surface,"その瞬間,重苦しい静寂が流れた.",,,https://ja.dict.naver.com/#/search?query=%E9%87%8D%E8%8B%A6%E3%81%97%E3%81%84
w_6a5dccbb62da65b7,N2,引っ込む,ひっこむ,"물러나다, 들어가다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,引(っ)込む,,,naver,surface,会長をやめて引っ込む,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%A3%E8%BE%BC%E3%82%80
w_1e3238f741e99a6a,N2,狭める,せばめる,좁히다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,狭める,,,naver,surface,お互いの立場の違いを狭める,,,https://ja.dict.naver.com/#/search?query=%E7%8B%AD%E3%82%81%E3%82%8B
w_2647ebc555c9e05a,N2,手拭い,てぬぐい,수건(손),accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,手ぬぐい·手拭(い),,,naver,surface,手拭いを捩った,,,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E6%8B%AD%E3%81%84
w_295d47ac323c9139,N2,ご苦労さま,ごくろうさま,수고하셨습니다,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,ロ：全て日本語に変えたんですね。ご苦労さまでした。,,,https://ja.dict.naver.com/#/search?query=%E3%81%94%E8%8B%A6%E5%8A%B4%E3%81%95%E3%81%BE
w_e1858aa5a7439d43,N2,順々,じゅんじゅん,"차례차례, 순서대로",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,順々に名前を呼ばれた。,,,https://ja.dict.naver.com/#/search?query=%E9%A0%86%E3%80%85
w_f49cc52552a99478,N2,仮名遣い,かなづかい,가나 표기법,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,仮名遣(い)·仮字遣(い),,,self,surface,現代の仮名遣いを学ぶ。,,,https://ja.dict.naver.com/#/search?query=%E4%BB%AE%E5%90%8D%E9%81%A3%E3%81%84
w_26dddb87b1e72021,N2,差し引く,さしひく,"공제하다,차감하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,差(し)引く,,,naver,surface,月給から税金を差し引く,,,https://ja.dict.naver.com/#/search?query=%E5%B7%AE%E3%81%97%E5%BC%95%E3%81%8F
w_239002bff34f6f02,N2,突き当たる,つきあたる,"맞부딪히다, 부딪치다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,突き当(た)る,,,naver,surface,態と人に突き当たる,,,https://ja.dict.naver.com/#/search?query=%E7%AA%81%E3%81%8D%E5%BD%93%E3%81%9F%E3%82%8B
w_36777d1c0b4ca241,N2,突き当たり,つきあたり,끝(의 거리),accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,突き当(た)り·突当り,,,naver,surface,路地の突き当たりにある家,,,https://ja.dict.naver.com/#/search?query=%E7%AA%81%E3%81%8D%E5%BD%93%E3%81%9F%E3%82%8A
w_308680a8ffac242b,N2,ぴたり,ぴたり,"딱, 꼭 맞게",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ぴたり,,,self,surface,予想がぴたりと当たった。,,,https://ja.dict.naver.com/#/search?query=%E3%81%B4%E3%81%9F%E3%82%8A
w_2385034ec0aae4d5,N2,締め切る,しめきる,"마감하다, 마감 짓다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,締(め)切る·閉(め)切る,,,naver,surface,先着２０名で締め切る,,,https://ja.dict.naver.com/#/search?query=%E7%B7%A0%E3%82%81%E5%88%87%E3%82%8B
w_76a0eb1e41436ab7,N2,平らげる,たいらげる,"다 먹어 치우다, 평정하다",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,平らげる,,,self,surface,大盛りのラーメンを平らげる。,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B3%E3%82%89%E3%81%92%E3%82%8B
w_d6eed39e186a071d,N2,待ち合わせる,まちあわせる,"(장소,시간을정하고)만나기로하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,待ち合(わ)せる·待合せる,,,naver,surface,駅の南口で待ち合わせる,,,https://ja.dict.naver.com/#/search?query=%E5%BE%85%E3%81%A1%E5%90%88%E3%82%8F%E3%81%9B%E3%82%8B
w_7dbaaf931093de54,N2,銘々,めいめい,"각자, 각각",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,参加者は銘々好きな席に座った。,,,https://ja.dict.naver.com/#/search?query=%E9%8A%98%E3%80%85
w_53cc9946cf9a22e6,N2,ごめんください,ごめんください,"실례합니다, 계십니까",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,御免下さい,,,naver,surface,ごめんください((訪問の時)),,,https://ja.dict.naver.com/#/search?query=%E3%81%94%E3%82%81%E3%82%93%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84
w_17f948120f29942a,N2,代る,かわる,"대신하다, 교대하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,代(わ)る·替(わ)る·換(わ)る,,,self,surface,今夜は父に代る。,,,https://ja.dict.naver.com/#/search?query=%E4%BB%A3%E3%82%8B
w_8fceccfb0b0413c3,N1,何なり,なんなり,무엇이든,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,何なりと聞いてください。,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E3%81%AA%E3%82%8A
w_4e62d76c327ed8cd,N1,ファン,ファン,"팬, 선풍기",accepted,homograph,동음이의. 카드 뜻과 맞는 네이버 항목이 앱 급수에 있다. live exact ファン is N1.,level-ambiguous,manual_review,N1,,ファン,match,N1,ファン,,,naver,surface,ファンの声援に力を得る.,,팬;부채;선풍기,https://ja.dict.naver.com/#/search?query=%E3%83%95%E3%82%A1%E3%83%B3
w_fa9a779280995563,N1,支援,しえん,지원,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,支援,,,naver,surface,難病と戦う人達を支援する,,,https://ja.dict.naver.com/#/search?query=%E6%94%AF%E6%8F%B4
w_990e018f811afeb0,N1,寄り掛かる,よりかかる,"기대다, 의지하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,寄(り)掛かる·倚り掛る·凭り掛かる,,,naver,surface,土壁に寄り掛かる。,,,https://ja.dict.naver.com/#/search?query=%E5%AF%84%E3%82%8A%E6%8E%9B%E3%81%8B%E3%82%8B
w_3ee09f596d4c7b39,N1,郡,ぐん,군(행정구역),accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,郡,,,naver,surface,昔そこは郡庁だったんだよ,,,https://ja.dict.naver.com/#/search?query=%E9%83%A1
w_c766896a204faa81,N1,体付き,からだつき,"몸매, 체격",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,体付き,,,naver,surface,体付きががりがりだ.,,,https://ja.dict.naver.com/#/search?query=%E4%BD%93%E4%BB%98%E3%81%8D
w_894a68158d207560,N1,嫌々,いやいや,"마지못해, 싫어하며",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,嫌々,,,naver,surface,私はまずくて嫌々ながら食べるふりをした。,,,https://ja.dict.naver.com/#/search?query=%E5%AB%8C%E3%80%85
w_ce14fb103a34164a,N1,行い,おこない,"행실, 행동",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,行(な)い,,,naver,surface,ＪＲは，線区ごとにマーケット・リサーチを行い，デザインにも反映させている,,,https://ja.dict.naver.com/#/search?query=%E8%A1%8C%E3%81%84
w_9d6dc8ee8bdac291,N1,細胞,さいぼう,세포,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,細胞,,,naver,surface,癌細胞が外の部分に転移する.,,,https://ja.dict.naver.com/#/search?query=%E7%B4%B0%E8%83%9E
w_11f44b191e516e20,N1,リスク,リスク,"리스크, 위험",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,リスク,,,naver,surface,‘長生きリスクへの対応'というテーマで講演する,,,https://ja.dict.naver.com/#/search?query=%E3%83%AA%E3%82%B9%E3%82%AF
w_8ac4bdc55f734e09,N1,受け入れ,うけいれ,"수령, 수신, 수락, 수용",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,受(け)入れ,,,naver,surface,受け入れの素地を作る,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E5%85%A5%E3%82%8C
w_628691a446bfd8e5,N1,邪魔する,じゃまする,"방해하다, 훼방 놓다",accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,邪魔する,derived-form,base=邪魔 suffix=する,self,surface,勉強中の弟を邪魔するのはやめなさい。,,,https://ja.dict.naver.com/#/search?query=%E9%82%AA%E9%AD%94%E3%81%99%E3%82%8B
w_38b95f3d0288dfda,N1,当たり,あたり,"촉감;감촉, 사귀는 품;붙임성, 짚어 봄",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,当(た)り,,,naver,surface,当たりをつける,,,https://ja.dict.naver.com/#/search?query=%E5%BD%93%E3%81%9F%E3%82%8A
w_cadb4275463fc36e,N1,加工する,かこうする,가공하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=加工 suffix=する,naver,surface,宝石を精巧に加工する.,,,https://ja.dict.naver.com/#/search?query=%E5%8A%A0%E5%B7%A5%E3%81%99%E3%82%8B
w_058dd20d817eb3da,N1,効率,こうりつ,효율,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,効率,,,naver,surface,スマホノートで仕事を効率化する,,,https://ja.dict.naver.com/#/search?query=%E5%8A%B9%E7%8E%87
w_70798e83d847617c,N1,起動,きどう,"기동,시동",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,起動,,,naver,surface,異物の噛み込みによりポンプの起動ができなくなる,,,https://ja.dict.naver.com/#/search?query=%E8%B5%B7%E5%8B%95
w_ab86e857aea44aa8,N1,受賞,じゅしょう,수상,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,受賞,,,naver,surface,通算３度目のMVP受賞を果たした,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E8%B3%9E
w_b025d61bd92053cb,N1,仕組み,しくみ,"구조,원리",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,仕組(み),,,naver,surface,"仕組みが簡単で,値段がやすく故障も少ない.",,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E7%B5%84%E3%81%BF
w_3f1c2701ee4d167c,N1,披露する,ひろうする,"피로하다, 공개하다",accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=披露 suffix=する,naver,surface,結婚を披露する.,,,https://ja.dict.naver.com/#/search?query=%E6%8A%AB%E9%9C%B2%E3%81%99%E3%82%8B
w_91817427730be04c,N1,閉鎖する,へいさする,폐쇄하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=閉鎖 suffix=する,naver,surface,門を閉鎖する.,,,https://ja.dict.naver.com/#/search?query=%E9%96%89%E9%8E%96%E3%81%99%E3%82%8B
w_fe869f63d9660ff6,N1,届,とどけ,신고(서),accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,届(け),,,naver,surface,転出[転入]届を出し忘れる,,,https://ja.dict.naver.com/#/search?query=%E5%B1%8A
w_9ac4f42499748226,N1,該当する,がいとうする,해당하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=該当 suffix=する,naver,surface,10万ウォン相当に該当する。,,,https://ja.dict.naver.com/#/search?query=%E8%A9%B2%E5%BD%93%E3%81%99%E3%82%8B
w_e46e25b8f8c8a88c,N1,にも関わらず,にもかかわらず,~에도 불구하고,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,兄の反省にも関わらず、父の御怒りは簡単に収まらなかった。,,,https://ja.dict.naver.com/#/search?query=%E3%81%AB%E3%82%82%E9%96%A2%E3%82%8F%E3%82%89%E3%81%9A
w_5f62730ecca73845,N1,流出,りゅうしゅつ,유출,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,流出,,,naver,surface,タンカーが座礁して原油が流出している,,,https://ja.dict.naver.com/#/search?query=%E6%B5%81%E5%87%BA
w_b87f291dcfcaefd7,N1,仕掛け,しかけ,"장치, 장치된 것",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,仕掛(け)·仕懸(け),,,naver,surface,この器具は簡単な仕掛けだ,,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E6%8E%9B%E3%81%91
w_be8f9e3b572d5ccc,N1,フォローする,フォローする,"보조하다, 지원하다",accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;spelling-kana-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,新入社員の業務をフォローする,,,https://ja.dict.naver.com/#/search?query=%E3%83%95%E3%82%A9%E3%83%AD%E3%83%BC%E3%81%99%E3%82%8B
w_fa131223d290a13b,N1,切り替え,きりかえ,"전환, 교체",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,切(り)替え·切(り)換え,,,self,surface,話題の切り替えが早い。,,,https://ja.dict.naver.com/#/search?query=%E5%88%87%E3%82%8A%E6%9B%BF%E3%81%88
w_3179fd8048e18999,N1,発覚,はっかく,발각,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,発覚,,,naver,surface,逆謀が発覚される.,,,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E8%A6%9A
w_d079920a759bfe4b,N1,表明,ひょうめい,표명,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,表明,,,naver,surface,我らはここに固い意志を表明するところである.,,,https://ja.dict.naver.com/#/search?query=%E8%A1%A8%E6%98%8E
w_bd50cfaac12b766b,N1,言い訳,いいわけ,"변명, 해명",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,言(い)訳·言(い)分け,,,naver,surface,そんな言い訳をしたって通らない.,,,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E3%81%84%E8%A8%B3
w_2878b79b65d9ba90,N1,言及,げんきゅう,언급,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,言及,,,naver,surface,言及を避ける.,,,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E5%8F%8A
w_1ca8ab161ef50a7f,N1,摂取,せっしゅ,섭취,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,摂取,,,naver,surface,黒酢は健康に良いといわれていますが、過剰に摂取することは禁物です。,,,https://ja.dict.naver.com/#/search?query=%E6%91%82%E5%8F%96
w_862d6a9a85c61cfc,N1,さっぱりする,さっぱりする,"상쾌해지다, 산뜻해지다",accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;spelling-kana-not-in-jmdict;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,kana-not-in-jmdict,kana form absent from JMdict readings,naver,surface,ピーナッツを皮ごと食べると香ばしく、後味もさっぱりする。,,,https://ja.dict.naver.com/#/search?query=%E3%81%95%E3%81%A3%E3%81%B1%E3%82%8A%E3%81%99%E3%82%8B
w_048074699d6d5d73,N1,無償,むしょう,"무상,무료",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,無償,,,naver,surface,無償で与える,,,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E5%84%9F
w_f59c7a97db34004b,N1,融合,ゆうごう,융합,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,融合,,,naver,surface,老舗の伝統と新しい感性が融合する,,,https://ja.dict.naver.com/#/search?query=%E8%9E%8D%E5%90%88
w_61a461e00a21af9a,N1,センサー,センサー,센서,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,センサー,,,naver,surface,車速センサーが壊れる,,,https://ja.dict.naver.com/#/search?query=%E3%82%BB%E3%83%B3%E3%82%B5%E3%83%BC
w_9575469881a845d9,N1,堂々,どうどう,"훌륭한, 웅장한",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,々は人々·正々堂々·是々非々などの表記に使われる,,,https://ja.dict.naver.com/#/search?query=%E5%A0%82%E3%80%85
w_6642cbf9235eb71d,N1,受け入れる,うけいれる,받아들이다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N1,受(け)入れる·受(け)容れる,,,naver,surface,この原則を受け入れる用意がある.,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E5%85%A5%E3%82%8C%E3%82%8B
w_80d1fde9c12ec7bb,N1,活発,かっぱつ,활발,accepted,search-unmatched,공식 목록과 검색 かっぱつ는 N1. 앱도 N1로 맞춤. 표기 活発 검색 캐시는 완전일치가 아니라 열린 큐로만 남음.,naver-search-unmatched,match,N1,活発·活溌,かっぱつ,search_unmatched,,,,,self,surface,活発について話す。,,활발,https://ja.dict.naver.com/#/search?query=%E6%B4%BB%E7%99%BA
