id,level,surface,reading_kana,meaning_ko,display_surface,decision,evidence,collides_with,example_jp
w_e9d71ca2f36c44d4,N3,キッチン,キッチン,키친,,keep-kana,ambiguous or no common kanji form,,キッチンドリンカーに陥る
w_f84fa3add9cb216e,N3,スケジュール,スケジュール,스케줄,,keep-kana,ambiguous or no common kanji form,,すみませんが、今日はスケジュールがいっぱいです。
w_062802327bbd983b,N3,キャプテン,キャプテン,"캡틴, 주장",,keep-kana,ambiguous or no common kanji form,,ロ：左腕に腕章をつけた選手がキャプテンです。
w_2d3607c509de64a2,N3,さっぱり,さっぱり,"상쾌함, 말끔함",,keep-kana,ambiguous or no common kanji form,,入浴してさっぱり(と)した
w_c3efb06de3094405,N3,キャンセル,キャンセル,취소,,keep-kana,ambiguous or no common kanji form,,余程な事情がない限り、キャンセルにならない
w_6b2bd94a040d7f61,N3,ずいぶん,ずいぶん,상당히,随分,jmdict-unambiguous,common JMdict form,w_b0fa73f425bb6383,けち臭くそのようなやり方をするとはずいぶんきたない。
w_ace5f18d0879f642,N3,ぜんぜん,ぜんぜん,전혀,全然,example-exact,unique JMdict form occurs in curated example,w_d3e9c63c13baacbd,欠点をつかみ出す所が全然ない; 一点非の打ち所がない; 間然する所が全くない.
w_31da48090d6c10eb,N3,ヒント,ヒント,힌트,,keep-kana,ambiguous or no common kanji form,,私が出したクイズを誰も当てられないので、ヒントを少し与えることにした。
w_ef5feff1d3ccd761,N3,うっかり,うっかり,"깜빡, 무심코(실수하는 모습)",,keep-kana,ambiguous or no common kanji form,,あ、うっかり約束を忘れちゃった
w_e3f8ae1ac4c6e455,N3,そっと,そっと,살짝,,needs-review,ambiguous or no common kanji form,,そっと耳打ちしてやった.
w_0465760f8e83cea2,N3,おかしな,おかしな,이상한,,needs-review,ambiguous or no common kanji form,,可笑しな話しで合点がいかない
w_72b1dd2e3e407693,N3,がっかり,がっかり,"실망하다, 낙담하다",,keep-kana,ambiguous or no common kanji form,,がっかり極まりない。
w_7324984adc736a5d,N3,がっかりする,がっかりする,낙심하다,,keep-kana,ambiguous or no common kanji form,,落選の報を聞いてがっかりする
w_95e8ac550383556d,N3,スケート,スケート,스케이트,,keep-kana,ambiguous or no common kanji form,,（スピードスケートで）よろよろとバランスを崩したニーマンが転倒，横滑りしながらアウト・コースの方に飛び出した
w_5379aa117b5e16b1,N3,さっそく,さっそく,즉시,早速,example-exact,unique JMdict form occurs in curated example,w_b72207d33f55c934,電話をかけたら早速やって来た
w_6a0aa8779064ce8b,N3,あわ,あわ,거품,泡,example-exact,unique JMdict form occurs in curated example,w_b0bd981d3bda964c,ぶくぶくと泡を立てる.
w_85fb7ce1728eaa62,N3,カタログ,カタログ,카탈로그,,needs-review,ambiguous or no common kanji form,,たくさんの商品カタログに迷って，カウンターに相談に行った
w_75e6de69c398c013,N3,らくな,らくな,편한,楽な,manual-context,meaning and inflection reviewed,,ラップ・ミュージックを聞いていると，とても楽な気分になる
w_18dc98c1f1411b8b,N3,ユーモア,ユーモア,유머,,keep-kana,ambiguous or no common kanji form,,ユーモア感覚があるほうです。
w_6642ae5b80aa389c,N3,ウイスキー,ウイスキー,위스키,,keep-kana,ambiguous or no common kanji form,,ウイスキーを水で割る.
w_3f2637fd3045f747,N3,ふる,ふる,흔들다,振る,example-exact,unique JMdict form occurs in curated example,w_e09a49f56218e718,それじゃ、またねって手を振る
w_58d18ba17769cc1a,N3,アイスクリーム,アイスクリーム,아이스크림,,keep-kana,ambiguous or no common kanji form,,シャーベットはアイスクリームの兄弟のようなものです。
w_67c55246091e5e55,N3,しつこい,しつこい,끈질기다,,needs-review,ambiguous or no common kanji form,,しつこい守備で相手を追い詰める
w_59e6ccaef4f27f08,N3,たまる,たまる,쌓이다,溜まる,manual-homophone,meaning-sensitive JMdict choice,w_f9e0f3dbb59a25b1,ベランダに埃が溜まる
w_5ebc893f4c292db6,N3,カーブ,カーブ,"곡선, 커브",,keep-kana,ambiguous or no common kanji form,,前の打席，カーブでやられてたから，カーブだけに的をしぼっていた
w_f068c9d471b0c6a2,N3,カーブしている,カーブしている,굽어 있다,,keep-kana,ambiguous or no common kanji form,,荻野漕艇場のスタートから300mにかけては川がカーブしているため流れのスピードは変わってくる。
w_1a09b8cfa343e777,N3,リサイクル,リサイクル,"리사이클, 재활용",,keep-kana,ambiguous or no common kanji form,,空き瓶を取り集めてリサイクルする.
w_7ca8064312bdb7b2,N3,パンフレット,パンフレット,"팸플릿, 소책자",,keep-kana,ambiguous or no common kanji form,,パンフレットをガリ版で刷る.
w_14b7a7565fa9e8f4,N3,たびたび,たびたび,"자주, 여러 번",度々,jmdict-unambiguous,common JMdict form,,基本に忠実な激しいタックルで，たびたびＭ大のファンブルを誘った
w_b9111f44a6cece15,N3,しゃべる,しゃべる,말하다,喋る,example-exact,unique JMdict form occurs in curated example,,誰にも喋るなよ
w_52e806fe56473fd8,N3,ノック,ノック,노크,,keep-kana,ambiguous or no common kanji form,,ぬっとドアを開けないでノックしてください。
w_1bfd0444cb26da23,N3,ゆるい,ゆるい,"느슨하다, 완만하다",緩い,example-exact,unique JMdict form occurs in curated example,w_5383cc0f3350da7d,ひもが緩い
w_4b12fd88bdcd3bf7,N3,なつかしい,なつかしい,그립다,懐かしい,example-exact,unique JMdict form occurs in curated example,w_568660177b238b65,過ぎた日が今更のように懐かしい.
w_fe90c06cc5136491,N3,ぶつける,ぶつける,"부딪다, 들이받다",,needs-review,ambiguous or no common kanji form,,頭を戸に打付ける
w_a36d8551b00e3fd4,N3,うわさ,うわさ,소문,噂,jmdict-unambiguous,common JMdict form,w_48edbcd9cc1bd313,そのうわさで持ち切りだ.
w_8619d8e46998e20e,N3,だるい,だるい,나른하다,怠い,example-exact,unique JMdict form occurs in curated example,,高熱で全身が怠い
w_8fdb066e76411edb,N3,あきらめる,あきらめる,포기하다,諦める,manual-homophone,meaning-sensitive JMdict choice,w_f8828c1e725c917d,怖がっておのずからあきらめる.
w_f641945e8d6571c0,N3,あわてて,あわてて,"허둥대며, 황급하게",慌てて,manual-context,meaning and inflection reviewed,,彼は口ではそう言ったものの内心ではあわてているようだった.
w_b2b8ad5066c610c6,N3,ぶらぶら,ぶらぶら,"어슬렁어슬렁, 천천히",,keep-kana,ambiguous or no common kanji form,,ぶらぶらと近づいてくる。
w_0cac833dd5c18449,N3,さいきん,さいきん,최근,最近,example-exact,unique JMdict form occurs in curated example,w_72906b1feea37df4,最近、目にする機会が増えた
w_a61620b169657c43,N3,むく,むく,(껍질을) 벗기다,剥く,manual-homophone,meaning-sensitive JMdict choice,,バナナの皮をさっと剝く.
w_6dabf4237be1a307,N3,かれる,かれる,시들다,枯れる,example-exact,unique JMdict form occurs in curated example,w_8efd4d5e30a414c9,煙害で山林が枯れる
w_47b233d6232a19c7,N3,かならず,かならず,반드시,必ず,example-exact,unique JMdict form occurs in curated example,w_37328bc83de7e43a,侵略は必ず防がなければならない.
w_8cb2f2c1faee7d8f,N3,どきどき,どきどき,두근두근,,keep-kana,ambiguous or no common kanji form,,名前が呼ばれないかと思って、どきどきした
w_04e254adf543c228,N3,はかる,はかる,"재다, 측정하다",測る,example-exact,unique JMdict form occurs in curated example,w_e7f479187f36afac,静止した状態で測る
w_ddc4c211ea049dc1,N3,ふらふら,ふらふら,"비틀비틀, 휘청휘청",,keep-kana,ambiguous or no common kanji form,,疲れてふらふらになる.
w_d7bf6ee8c6585cce,N3,このごろ,このごろ,요즈음,この頃,jmdict-unambiguous,common JMdict form,w_aae7ac3f2729716f,このごろ夫婦げんかが多くなった.
w_79310f4ddfb535bb,N3,まぶしい,まぶしい,눈부시다,眩しい,example-exact,unique JMdict form occurs in curated example,w_c13f2d70a64be03d,照り付ける太陽が眩しい
w_c2cb813bbf10739d,N3,あわせる,あわせる,합치다,合わせる,example-exact,unique JMdict form occurs in curated example,,「肌を合わせる」というのは，エッチなイミもあるけれど，もとは「心を合わせる」とか「示し合わせる」ということだ
w_217384955200e9db,N3,きまり,きまり,규칙,決まり,example-exact,unique JMdict form occurs in curated example,w_9c02e2c234a205df,決まりに従って行動する
w_453f3b9c5058ab25,N3,おそろしい,おそろしい,무섭다,恐ろしい,example-exact,unique JMdict form occurs in curated example,w_a4435942eb37a45e,習慣は恐ろしい.
w_6eb60bb5310e4b19,N3,ためる,ためる,"모으다, 담다",貯める,example-exact,unique JMdict form occurs in curated example,,せっせと金を貯める
w_91e8c336d4454520,N3,りっぱな,りっぱな,훌륭한,立派な,manual-context,meaning and inflection reviewed,,子を立派な人に育てる.
w_bf7d5c4f25bd15e8,N3,こぼす,こぼす,"쏟다, 엎지르다",,needs-review,ambiguous or no common kanji form,,バケツの水を少し零す
w_0f5482e1ea9e0a5e,N3,ながれ,ながれ,흐름,流れ,example-exact,unique JMdict form occurs in curated example,w_a190e772e12a363a,気血の流れを良し、治る力を高めるのが瀉法である
w_ca1c520d25a84601,N3,なだらかな,なだらかな,완만한,,keep-kana,ambiguous or no common kanji form,,なだらかな丘陵を縫うカントリー・ロードに沿って，中世の姿を残す素朴な村村が点在する
w_34cbcd4491dcafdb,N3,ないしょにする,ないしょにする,비밀로 하다,内緒にする,manual-context,meaning and inflection reviewed,,誕生日の計画は当日までないしょにする。
w_05060983e5f24a85,N3,のばす,のばす,"연장하다, 연기하다",延ばす,manual-homophone,meaning-sensitive JMdict choice,w_4fa2413486371202,日を延ばす; 日送りにする
w_432f26e9704d0a8b,N3,ぜったいに,ぜったいに,절대로,絶対に,example-exact,unique JMdict form occurs in curated example,w_3ab16e565cd75205,絶対に負けないと豪語する.
w_f1a259336a25d471,N3,おわる,おわる,끝나다,終わる,example-exact,unique JMdict form occurs in curated example,w_2e1c725abcc5c203,スコアレスドローで終わる
w_9c48300c28335a56,N3,たたむ,たたむ,"접다, 개다",畳む,example-exact,unique JMdict form occurs in curated example,w_6d74d0384fabf212,ハンカチを畳む.
w_576098eca2c5c7c0,N3,うなる,うなる,신음하다,唸る,example-exact,unique JMdict form occurs in curated example,,高熱でうんうんと唸る
w_97688a85478dfd96,N3,ゆでる,ゆでる,삶다,茹でる,example-exact,unique JMdict form occurs in curated example,,枝豆を殻つきのまま茹でる
w_3a1fc271b293a3c4,N3,かがやく,かがやく,빛나다,輝く,example-exact,unique JMdict form occurs in curated example,w_2bcc58862e764fb6,燦然たる栄誉に輝く.
w_f041779928fc3a0a,N3,がらがら,がらがら,텅텅(텅 빈 모습),,keep-kana,ambiguous or no common kanji form,,がらがらに空いた駐車場
w_a5a0b52f993172ca,N3,からから,からから,바싹바싹(몹시 건조한 모습),,keep-kana,ambiguous or no common kanji form,,喉がからからに渇く
w_4859ff46423d869b,N3,おぼれる,おぼれる,물에 빠지다,溺れる,example-exact,unique JMdict form occurs in curated example,,危うく溺れるところだった
w_2483b98c4224bf99,N3,あきる,あきる,"질리다, 식상하다",飽きる,example-exact,unique JMdict form occurs in curated example,w_5ed6c4ba3aaf50f2,長話に飽きる
w_e8881da1f1c3d900,N3,しばる,しばる,묶다,縛る,example-exact,unique JMdict form occurs in curated example,w_9f231925f59ed7f1,本を一山ずつ縛る
w_cd92ddcb3ad43e81,N3,かわく,かわく,마르다,乾く,example-exact,unique JMdict form occurs in curated example,w_b480848a70c6cde2,ぬれた着物が半ば乾く.
w_a0adae11f85d8920,N3,あまる,あまる,남다,余る,example-exact,unique JMdict form occurs in curated example,w_fa49af9b638a1de5,小遣いが余る
w_3bd8001bb85b0c71,N3,にぎる,にぎる,움켜쥐다,握る,jmdict-unambiguous,common JMdict form,w_5087ca0f2f02704e,政権を握っている.
w_4c228c581f6ab0dc,N3,あつめる,あつめる,모으다,集める,example-exact,unique JMdict form occurs in curated example,w_e1c3c47439908fec,人類の全知を集める.
w_26e6054b35783079,N3,とじる,とじる,"닫다, (눈을)감다",閉じる,example-exact,unique JMdict form occurs in curated example,w_903895183827ef59,目を閉じる
w_61de5aabc302e1e5,N3,どなる,どなる,호통치다,怒鳴る,example-exact,unique JMdict form occurs in curated example,w_72943e17cc2418be,人前で怒鳴る
w_dd807f7eb5cfd6ab,N3,うばう,うばう,빼앗다,奪う,example-exact,unique JMdict form occurs in curated example,w_833594898192c2a8,彼女の心を奪う.
w_1acadab0e96ab9d7,N3,くたびれる,くたびれる,지치다,,needs-review,ambiguous or no common kanji form,,長旅をしてすっかり草臥れる
w_46295160a102bb64,N3,たしかめる,たしかめる,확인하다,確かめる,example-exact,unique JMdict form occurs in curated example,w_79aa315fe2fb6fed,言葉の意味を辞書で確かめる
w_ea1731b43f90b6b2,N3,ころぶ,ころぶ,넘어지다,転ぶ,example-exact,unique JMdict form occurs in curated example,w_523564dca147c289,つるっと滑って転ぶ.
w_8a0359a0fc57e5a7,N3,まげる,まげる,"구부리다, 굽히다",曲げる,example-exact,unique JMdict form occurs in curated example,w_47d4e0fc7e943945,主義を曲げる
w_40a370857d95e22e,N3,まずしい,まずしい,가난하다,貧しい,example-exact,unique JMdict form occurs in curated example,w_af76d4b3d5ba5ac0,欲張りは常に貧しい。
w_5c91c9030e80a0f2,N2,そのため,そのため,"그 때문에, 그래서",,needs-review,ambiguous or no common kanji form,,ロ：そうです。そのため韓国と交易する国も多くなりました。
w_1623a8c707cf4d7c,N2,おやつ,おやつ,간식,,needs-review,ambiguous or no common kanji form,,おやつにゆで卵を食べる
w_becbe89dce937f34,N2,いってきます,いってきます,다녀오겠습니다,行ってきます,example-exact,unique JMdict form occurs in curated example,,ちょっとトイレ行ってきます。
w_2903ad5dfafa9ef5,N2,そういえば,そういえば,"그러고 보니, 말하자면",そう言えば,jmdict-unambiguous,common JMdict form,,ロ：古くなったからかな。そういえば弾力が感じられない。
w_7934b5204436a2d2,N2,シリーズ,シリーズ,시리즈,,keep-kana,ambiguous or no common kanji form,,日本シリーズが開幕する
w_806caa630bc4966a,N2,モデル,モデル,모델,,keep-kana,ambiguous or no common kanji form,,アラ還モデルを募集する
w_1c76154de61ebf76,N2,まあまあ,まあまあ,그저 그럼; 자자(달램),,keep-kana,ambiguous or no common kanji form,,最近の成績はまあまあです。
w_0f985655aefb7416,N2,おはよう,おはよう,"좋은 아침, 안녕하세요(약어)",,needs-review,ambiguous or no common kanji form,,みなさん、おはようございます。それでは今日の授業を始めます。
w_5344b7237e4585fb,N2,スタート,スタート,"스타트, 출발",,keep-kana,ambiguous or no common kanji form,,課題だったスタートでの遅れも左足を後ろに引く，陸上のクラウチング・スタートのような飛び出しをマスターして乗り越えた
w_5094def9feedccf2,N2,コース,コース,"과정, 코스",,keep-kana,ambiguous or no common kanji form,,バスが同一コースを循環する.
w_44d95881ae9460b7,N2,バンド,バンド,밴드; 벨트,,keep-kana,ambiguous or no common kanji form,,ビートルズが好きで始めた音楽。バンドを解散して４年になる
w_6ca79734fc42c810,N2,フリー,フリー,"프리, 자유",,keep-kana,ambiguous or no common kanji form,,フリー・アルバイターのＭさんが，タイでこつ然と姿を消した
w_aee9a39c44e5dfde,N2,カラー,カラー,칼라(깃); 컬러(색),,keep-kana,ambiguous or no common kanji form,,コンピューター上のカラー画像で，色情報を破棄して，モノクロ画像に変換すると，ファイルの大きさは約３分の１になる
w_a36d1a7420e62662,N2,ステージ,ステージ,"스테이지, 무대",,keep-kana,ambiguous or no common kanji form,,今年はスプリンター向けの平坦ステージが7ステージも登場する。
w_9c2fb37ac164be4e,N2,バック,バック,백; 뒤,,keep-kana,ambiguous or no common kanji form,,車線を変える前にバックミラーで後ろに車が来るかを確認しなければならない。
w_41ff05de9ac088d2,N2,パンツ,パンツ,팬티,,keep-kana,ambiguous or no common kanji form,,パンツ姿で外に出ないでください.
w_70d88b7ff080f900,N2,プログラム,プログラム,프로그램,,keep-kana,ambiguous or no common kanji form,,様々な文化プログラムが全国で開催される
w_345b257e320eb063,N2,ダム,ダム,댐,,keep-kana,ambiguous or no common kanji form,,ダムの水量を調節しようとする
w_1f5b759becbda853,N2,シーズン,シーズン,계절(스포츠),,keep-kana,ambiguous or no common kanji form,,オフシーズンの旅こそ，「旅」本来の楽しみを得ることができる
w_7be7b280d00ddd2e,N2,そのころ,そのころ,"그 무렵, 그때",その頃,jmdict-unambiguous,unambiguous JMdict form,,そのころ，私の声は今より一オクターブぐらい高くて，本当にかわいらしい感じで歌いました
w_f2d2e2a518024414,N2,いきなり,いきなり,"갑자기, 느닷없이",,needs-review,ambiguous or no common kanji form,,やにわに[いきなり]飛び掛かる
w_320433fac64d8f72,N2,きっかけ,きっかけ,"계기, 실마리",,needs-review,ambiguous or no common kanji form,,話しかけるきっかけを作る
w_2256b19c727c08a4,N2,パターン,パターン,"패턴, 유형",,keep-kana,ambiguous or no common kanji form,,この問題はパターンを使えば簡単に解ける
w_861ca6b450098d91,N2,ショップ,ショップ,가게,,keep-kana,ambiguous or no common kanji form,,昨日、ペットショップで犬笛を買ってきた
w_8b7f21a425217dde,N2,どうせ,どうせ,"어차피, 아무튼",,keep-kana,ambiguous or no common kanji form,,どうせわれわれが勝つ事は確かだ.
w_5b83a0c147418419,N2,ピンク,ピンク,분홍색,,keep-kana,ambiguous or no common kanji form,,ピンクが特に好きな彼女のために私はピンクのカバンをプレゼントした。
w_e451cbd66171f0d9,N2,ようやく,ようやく,"마침내, 겨우",,needs-review,ambiguous or no common kanji form,,小説の草稿をようやく脱稿した.
w_6603ba1e283d2377,N2,ナンバー,ナンバー,"넘버, 번호",,keep-kana,ambiguous or no common kanji form,,この曲はスタンダードナンバーに入る.
w_98ef0c87ce249536,N2,さっさと,さっさと,빨리,,keep-kana,ambiguous or no common kanji form,,ロ：のろのろ答えないで、さっさと言ってもらえない？
w_e45322b4b76efeda,N2,スマート,スマート,"스마트함, 날씬함",,keep-kana,ambiguous or no common kanji form,,スマート農業の導入を進める
w_d0d456b0d48b9410,N2,マスク,マスク,마스크,,keep-kana,ambiguous or no common kanji form,,PM2.5に対応するマスクを着用する
w_396a3a8e81b9bf77,N2,メニュー,メニュー,메뉴,,keep-kana,ambiguous or no common kanji form,,右クリックで表示されるコンテクストメニューは、メニュー項目を追加して拡張できる
w_84ebf670f5baf34e,N2,コレクション,コレクション,"컬렉션, 수집",,keep-kana,ambiguous or no common kanji form,,例えば、単なるコレクション目的で銃の所持が許可されることはない。
w_33f9de4191ccc28f,N2,サンプル,サンプル,"샘플, 견본",,keep-kana,ambiguous or no common kanji form,,いろいろのサンプルを見くらべる.
w_308e4771b0c7c2e0,N2,サークル,サークル,"동아리, 모임",,keep-kana,ambiguous or no common kanji form,,うちのサークルは、本を読んだ後で討論をする集まりだ。
w_0744100c4e1f9bac,N2,ダブル,ダブル,더블,,keep-kana,ambiguous or no common kanji form,,彼女は15得点、11リバウンドでダブルダブルを達成した
w_835755354dd51d08,N2,マンション,マンション,"맨션, 아파트",,keep-kana,ambiguous or no common kanji form,,このマンションにします。
w_fe190a6cec38a37a,N2,ボーナス,ボーナス,보너스,,keep-kana,ambiguous or no common kanji form,,冬のボーナスで懐が暖まった
w_2b97883065a84202,N2,ランチ,ランチ,"점심, 런치",,keep-kana,ambiguous or no common kanji form,,ワシントンの一部のレストランには最近，十八ドルランチのメニューが現れ，好評だそうだ
w_74124cfa141496e3,N2,せめて,せめて,적어도,,needs-review,ambiguous or no common kanji form,,せめてうそはつかない。
w_b2311ab4de564cd1,N2,ポスター,ポスター,포스터,,keep-kana,ambiguous or no common kanji form,,選挙のポスターが街頭に張り出される.
w_061c9a2227408a77,N2,かたかな,かたかな,가타카나,,needs-review,ambiguous or no common kanji form,,外来語はかたかなで書くことが多い。
w_5872217ac737e861,N2,スクール,スクール,학교,,keep-kana,ambiguous or no common kanji form,,私は中高の6年間ずっとスクールバスで通学していた。
w_7d88671df843fa46,N2,タイヤ,タイヤ,타이어,,keep-kana,ambiguous or no common kanji form,,たくさんの古タイヤが野積みになっている.
w_c222e1855f3b5056,N2,チップ,チップ,"팁, 칩",,keep-kana,ambiguous or no common kanji form,,チップを現金に替えてください。
w_9873f3727efa1340,N2,リズム,リズム,리듬,,keep-kana,ambiguous or no common kanji form,,快いリズムに合わせて、ダンスを踊る
w_3c648280458c6258,N2,あくまで,あくまで,"어디까지나, 끝까지",,needs-review,ambiguous or no common kanji form,,それは飽くまで個人的な意見に過ぎない
w_75c3159271a952c8,N2,センチ,センチ,센티미터,,keep-kana,ambiguous or no common kanji form,,きゅうりは半分に切り、1センチ幅の斜め切りにする
w_c7625b45ece7b1b9,N2,マラソン,マラソン,마라톤,,keep-kana,ambiguous or no common kanji form,,マラソンコースを試走してみる.
w_dc39e7e1be6cb170,N2,ワンピース,ワンピース,원피스,,keep-kana,ambiguous or no common kanji form,,彼女は花柄ワンピースに、フリンジが付いたプラットホームサンダルを合わせた
w_dbea07b05b8ca08b,N2,カロリー,カロリー,칼로리,,keep-kana,ambiguous or no common kanji form,,食事の前に注射をして，常にカロリー計算に気を配らなければならない
w_82eacc05b961d54b,N2,レンズ,レンズ,렌즈,,keep-kana,ambiguous or no common kanji form,,このレンズは収差が少ない.
w_5bcdc979b7ed1e3d,N2,オイル,オイル,기름,,keep-kana,ambiguous or no common kanji form,,油の拡散を防ぐため、オイルフェンスを張る
w_64b66d55227bd248,N2,ストップ,ストップ,"스톱, 정지",,keep-kana,ambiguous or no common kanji form,,球の勢いを吸収してネット際に落とすのがストップだ。
w_c4a0d13e223c2ee4,N2,ジャーナリスト,ジャーナリスト,"저널리스트, 기자",,keep-kana,ambiguous or no common kanji form,,この映画には，ニューヨークのアルゴンキン・ホテルにたむろした作家やジャーナリストがあまた登場する
w_d207065630caf7d8,N2,ダイヤモンド,ダイヤモンド,다이아몬드,,keep-kana,ambiguous or no common kanji form,,ダイヤモンドを一周する.
w_dae9fe34d49fdf06,N2,リボン,リボン,리본,,keep-kana,ambiguous or no common kanji form,,アウェアネスリボンの中でも特によく知られているのが、レッドリボンとピンクリボンである
w_070f23eaf200c13e,N2,サラリーマン,サラリーマン,회사 직원,,keep-kana,ambiguous or no common kanji form,,サラリーマンであってもその仕事のプロになるべきだと思う。だから，プロになろうという意味の英語ビー・プロフェッショナルを会社のスローガンに掲げていた
w_16d4b8043ccddd54,N2,テニスコート,テニスコート,테니스 코트,,keep-kana,ambiguous or no common kanji form,,ロ：テニスコートを通り過ぎる時にボールが当たったんだ。
w_8238efd567b931bf,N2,プリント,プリント,"프린트, 인쇄물",,keep-kana,ambiguous or no common kanji form,,プリントが全員に行き渡る
w_b0fa1c830ecb6288,N2,アンテナ,アンテナ,안테나,,keep-kana,ambiguous or no common kanji form,,地デジ用アンテナを取り付ける
w_2bf57019d31625a6,N2,ハンドル,ハンドル,"핸들, 손잡이",,keep-kana,ambiguous or no common kanji form,,左の方向にハンドルを切る.
w_b976fbc3fd9d2341,N2,ビタミン,ビタミン,비타민,,keep-kana,ambiguous or no common kanji form,,ビタミンB(ビー)を多量に含んでいる.
w_3193085fb0c6152e,N2,ガム,ガム,껌,,needs-review,ambiguous or no common kanji form,,ガムが靴底に粘り着いた.
w_9bfdc3c5cb55e3fc,N2,キャンパス,キャンパス,캠퍼스,,keep-kana,ambiguous or no common kanji form,,キャンパス全図で私たちの学科の建物を探してみた。
w_43f14ae8b5ebc464,N2,リットル,リットル,리터,,keep-kana,ambiguous or no common kanji form,,一升は約1.8(いってんはち)リットルだ
w_e768db3f16c5235d,N2,スピーカー,スピーカー,스피커,,keep-kana,ambiguous or no common kanji form,,このスピーカーは、防磁タイプになっている
w_f7a4d07f8680af2b,N2,ネックレス,ネックレス,목걸이,,keep-kana,ambiguous or no common kanji form,,肌の白いジスには銀製ネックレスより金製ネックレスがよく似合っていた。
w_4f69ef1d9fc91046,N2,すっきり,すっきり,"분명한, 맑은, 깔끔한",,keep-kana,ambiguous or no common kanji form,,病気がまだすっきりしない.
w_89783675f0c46f94,N2,モーター,モーター,모터,,keep-kana,ambiguous or no common kanji form,,なべの底のサーモスタットが蒸し上がりを感知すると，モーターに電流が流れる
w_d398cb6463d92c0e,N2,スライド,スライド,슬라이드,,keep-kana,ambiguous or no common kanji form,,スライドを上映する.
w_5ef5af7f184e9a87,N2,テンポ,テンポ,템포,,keep-kana,ambiguous or no common kanji form,,早いテンポで進行する.
w_72537e8f1bac00cf,N2,ベテラン,ベテラン,베테랑,,keep-kana,ambiguous or no common kanji form,,新人の華やかな活躍で、ベテランが霞んでしまった
w_e7cd95c7495b6b8b,N2,ランニング,ランニング,"러닝, 달리기",,keep-kana,ambiguous or no common kanji form,,ランニングシュートが見事にゴールインした.
w_0d063b862854d2c6,N2,ロビー,ロビー,로비,,keep-kana,ambiguous or no common kanji form,,今回の改装は，バー・カウンターなどを階下に移し，ロビーを設けた
w_d96a01f013da3fc5,N2,ヘリコプター,ヘリコプター,헬리콥터,,keep-kana,ambiguous or no common kanji form,,高山にヘリコプターで降り立ち，豊富な残雪のスロープに思い思いのシュプールを描くヘリスキーにうってつけのシーズンになった
w_e5e4f2ad1b7b422a,N2,クーラー,クーラー,"에어컨, 냉방기",,keep-kana,ambiguous or no common kanji form,,私の家のクーラーには、室内の空気を浄化してくれる機能がある。
w_7752b9b9b2ea811d,N2,ロッカー,ロッカー,"사물함, 로커",,keep-kana,ambiguous or no common kanji form,,空いているロッカーがないのか、ロッカーの扉をがばっと開けてみた。
w_d6eac65a7edc9976,N2,ふわふわ,ふわふわ,"푹신푹신, 둥실둥실",,keep-kana,ambiguous or no common kanji form,,焼きたてのパンがふわふわと柔らかかった。
w_db5366ff804778b0,N2,シャッター,シャッター,셔터,,keep-kana,ambiguous or no common kanji form,,ぱちりとカメラのシャッターを切る.
w_bd1879a3f57c209a,N2,ゼミ,ゼミ,세미나,,keep-kana,ambiguous or no common kanji form,,キム教授は授業について学生たちの意見を聞くためにゼミを開いた。
w_13225792ed5d74c5,N2,ビニール,ビニール,비닐,,keep-kana,ambiguous or no common kanji form,,ひとりの老人が，ショッピング・カートに白いビニール袋を満載にして，これをゆっくり押していた
w_e7b3c6dbac3b1fa9,N2,マフラー,マフラー,"목도리, 머플러",,keep-kana,ambiguous or no common kanji form,,マフラータオルをオーダーメードで製作する
w_c704423c36ddc196,N2,ギャング,ギャング,"갱, 폭력단",,keep-kana,ambiguous or no common kanji form,,ギャングのボスは繰り返し言う。「彼ら（ギャングたち）にリスペクトを払ってくださいよ」。…自分たちが欲しいのは人間として正当に扱われることだ。そうすれば相応の対応をする，というのだ。
w_f55aaa41fd14f035,N2,コンクール,コンクール,"콩쿠르, 경연 대회",,keep-kana,ambiguous or no common kanji form,,コンクールを後援している
w_c1b163bf11b90384,N2,アクセント,アクセント,"악센트, 강세",,keep-kana,ambiguous or no common kanji form,,ひだを取って腰回りにアクセントをつける.
w_ef1462a5b69b7bd2,N2,コック,コック,요리사; 수도꼭지,,keep-kana,ambiguous or no common kanji form,,コックはタマネギの皮を一皮ずつ剥いていった。
w_e6116103dbcc68cb,N2,フライパン,フライパン,프라이팬,,keep-kana,ambiguous or no common kanji form,,熱したフライパンにとかした生卵を流しこむやじゅうじゅうと音がした.
w_33c3b31daaa2075f,N2,カセット,カセット,카세트,,keep-kana,ambiguous or no common kanji form,,私は父の飾り棚から昔の歌手の音楽カセットを見ていた。
w_689c76e1da0fa958,N2,ブラシ,ブラシ,"브러시, 솔",,needs-review,ambiguous or no common kanji form,,排ガスで汚れた表面を，ぞうきんやデッキ・ブラシで磨いている
w_2625a6f1c96ae16c,N2,モダン,モダン,"모던, 현대적",,keep-kana,ambiguous or no common kanji form,,私たちはリビングに現代的な家具を配置してモダンな感じの新居を完成した。
w_7b2d219820bd99a5,N2,オーケストラ,オーケストラ,오케스트라,,keep-kana,ambiguous or no common kanji form,,舞台の上とオーケストラ・ピットと，両方の音がナマナマしいまでに鮮かに聞こえていた
