priority,risk_score,literal,meanings_ko,meanings_en,signals,linked_word_count,linked_examples,qa_status,qa_note
P1,31,願,"[""바라다"", ""원하다""]","[""petition"", ""request"", ""vow"", ""wish"", ""hope""]",copied_linked_word_gloss,3,"N1:念願=염원 | N2:お願いします=부디, 제발(직역 나 요청, 부탁) | N3:願う=바라다,원하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,饉,"[""기근"", ""굶주림""]","[""hunger""]",single_compound_evidence,1,N2:飢饉=기근,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,香,"[""향기""]","[""incense"", ""smell"", ""perfume""]",copied_linked_word_gloss,3,N1:香辛料=향신료 | N2:香水=향수 | N3:香り=향기,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,馳,"[""달리다"", ""질주하다""]","[""run"", ""gallop"", ""sail"", ""drive (a wagon)"", ""win (fame)"", ""despatch""]",single_compound_evidence,1,N5:ご馳走様=잘 먹었습니다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,騰,"[""오르다"", ""뛰어오르다""]","[""leaping up"", ""jumping up"", ""rising"", ""advancing"", ""going""]",single_compound_evidence,1,"N3:沸騰=비등,물이끓음",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,鬱,"[""우울"", ""울창함""]","[""gloom"", ""depression"", ""melancholy"", ""luxuriant""]",single_compound_evidence,1,N1:憂鬱=우울함,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,魅,"[""매력"", ""홀리다""]","[""fascination"", ""charm"", ""bewitch""]",single_compound_evidence,1,N2:魅力=매력,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,鮮,"[""선명함"", ""산뜻함""]","[""fresh"", ""vivid"", ""clear"", ""brilliant"", ""Korea""]",copied_linked_word_gloss,3,"N1:鮮やか=선명함, 산뜻함 | N3:新鮮だ=신선하다 | N3:新鮮=신선한",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,鯨,"[""고래""]","[""whale""]",single_compound_evidence,1,N1:捕鯨=포경,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,鹸,"[""잿물"", ""비누""]","[""saltiness""]",single_compound_evidence,1,N5:石鹸=비누,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,鹿,"[""사슴""]","[""deer""]",single_compound_evidence,1,"N2:馬鹿らしい=어리석다, 터무니없다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,麗,"[""아름답다""]","[""lovely"", ""beautiful"", ""graceful"", ""resplendent""]",single_compound_evidence,1,"N5:綺麗=예쁘다, 깨끗하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,麦,"[""보리"", ""밀""]","[""barley"", ""wheat""]",single_compound_evidence,1,"N3:小麦=밀, 소맥",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,黒,"[""검다""]","[""black""]",copied_linked_word_gloss,3,N1:黒字=흑자 | N2:真っ黒=새까맣다 | N4:黒い=검다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,31,鼓,"[""북"", ""고무하다""]","[""drum"", ""beat"", ""rouse"", ""muster""]",single_compound_evidence,1,"N2:太鼓=북, 다이코",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,井,"[""우물""]","[""well"", ""well crib"", ""town"", ""community""]",copied_linked_word_gloss,2,N2:井戸=우물 | N3:天井=천정,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,伸,"[""늘다"", ""신장하다""]","[""expand"", ""stretch"", ""extend"", ""lengthen"", ""increase""]",copied_linked_word_gloss,2,"N2:伸ばす=늘리다,신장시키다 | N2:伸びる=늘다,신장하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,侮,"[""무시하다""]","[""scorn"", ""despise"", ""make light of"", ""contempt""]",copied_linked_word_gloss,2,N1:侮辱=모욕 | N1:侮る=무시하다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,俳,"[""배우"", ""하이쿠""]","[""haiku"", ""actor""]",copied_linked_word_gloss,2,N2:俳句=하이쿠 | N2:俳優=배우,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,倣,"[""본받다"", ""모방하다""]","[""emulate"", ""imitate""]",copied_linked_word_gloss,2,"N1:模倣=모방 | N2:倣う=본받다, 모방하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,偉,"[""훌륭하다"", ""위대하다""]","[""admirable"", ""greatness"", ""remarkable"", ""conceited"", ""famous"", ""excellent""]",copied_linked_word_gloss,2,"N3:偉大=위대함 | N3:偉い=훌륭하다,위대하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,儲,"[""이익이 나다"", ""돈벌이가 되다""]","[""be profitable"", ""yield profit""]",copied_linked_word_gloss,2,"N2:儲かる=이익이 나다, 돈벌이가 되다 | N2:儲ける=벌다, 이익을 얻다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,凡,"[""평범함""]","[""commonplace"", ""ordinary"", ""mediocre""]",copied_linked_word_gloss,2,N2:平凡だ=평범하다 | N2:平凡=평범함,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,凹,"[""움푹 들어가다"", ""기가 죽다""]","[""concave"", ""hollow"", ""sunken""]",copied_linked_word_gloss,2,"N2:凹む=움푹 들어가다, 기가 죽다 | N2:凸凹=울퉁불퉁함, 요철",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,刷,"[""인쇄하다""]","[""printing"", ""print"", ""brush""]",copied_linked_word_gloss,2,N3:印刷=인쇄 | N3:刷る=인쇄하다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,剃,"[""깎다"", ""면도하다""]","[""shave""]",copied_linked_word_gloss,2,"N2:剃る=깎다, 면도하다 | N2:剃刀=면도칼",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,功,"[""공적"", ""성공""]","[""achievement"", ""merits"", ""success"", ""honor"", ""credit""]",copied_linked_word_gloss,2,"N2:功績=공적, 업적 | N4:成功=성공",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,叶,"[""이루어지다""]","[""grant"", ""answer""]",copied_linked_word_gloss,2,N1:叶える=(소원을) 이루어 주다 | N2:叶う=이루어지다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,吊,"[""매달다"", ""걸다""]","[""suspend"", ""hang"", ""wear (sword)""]",copied_linked_word_gloss,2,"N1:吊り革=(전철) 손잡이 | N2:吊る=매달다, 걸다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,唱,"[""외치다"", ""주장하다""]","[""chant"", ""recite"", ""call upon"", ""yell""]",copied_linked_word_gloss,2,"N1:合唱=합창 | N1:唱える=외치다,주장하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,喧,"[""시끄럽다"", ""요란하다""]","[""noisy"", ""boisterous""]",copied_linked_word_gloss,2,"N2:喧しい=시끄럽다, 요란하다 | N4:喧嘩=싸움",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,培,"[""기르다"", ""배양하다""]","[""cultivate"", ""foster""]",copied_linked_word_gloss,2,"N1:栽培=재배 | N1:培う=기르다,배양하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,堅,"[""견고하다"", ""확실하고 믿을 만하다""]","[""strict"", ""hard"", ""solid"", ""tough"", ""tight"", ""reliable""]",copied_linked_word_gloss,2,"N1:堅実な=견실한,탄탄한 | N3:堅い=견고하다; 확실하고 믿을 만하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,塞,"[""막다"", ""메우다""]","[""close"", ""shut"", ""cover"", ""block"", ""obstruct""]",copied_linked_word_gloss,2,"N2:塞がる=막히다, 닫히다 | N2:塞ぐ=막다, 메우다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,妬,"[""질투하다"", ""시기하다""]","[""jealous"", ""envy""]",copied_linked_word_gloss,2,"N1:妬む=질투하다, 시기하다 | N1:嫉妬=질투",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,宮,"[""신사""]","[""Shinto shrine"", ""constellations"", ""palace"", ""princess""]",copied_linked_word_gloss,2,N1:宮殿=궁전 | N1:お宮=신사,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,寛,"[""느긋이"", ""편하게 쉬다""]","[""tolerant"", ""leniency"", ""generosity"", ""relax"", ""feel at home"", ""be at ease"", ""broadminded""]",copied_linked_word_gloss,2,"N1:寛ぐ=느긋이, 편하게 쉬다 | N1:寛容=관용",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,尽,"[""애쓰다"", ""있는힘을다하다""]","[""exhaust"", ""use up"", ""run out of"", ""deplete"", ""befriend"", ""serve""]",copied_linked_word_gloss,2,"N1:尽きる=다하다, 떨어지다 | N1:尽くす=애쓰다,있는힘을다하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,幾,"[""몇 개쯤"", ""조금""]","[""how many"", ""how much"", ""how far"", ""how long"", ""some"", ""several""]",copied_linked_word_gloss,2,"N1:幾つか=몇 개쯤, 조금 | N2:幾分=다소",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,庁,"[""관청""]","[""government office""]",copied_linked_word_gloss,2,N2:官庁=관청 | N2:県庁=현청,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,彫,"[""새기다"", ""조각하다""]","[""carve"", ""engrave"", ""chisel""]",copied_linked_word_gloss,2,"N2:彫る=새기다, 조각하다 | N2:彫刻=조각",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,忍,"[""숨다"", ""견디다""]","[""endure"", ""bear"", ""put up with"", ""conceal"", ""secrete"", ""spy"", ""sneak""]",copied_linked_word_gloss,2,"N1:忍ぶ=숨다,견디다 | N1:忍耐=인내",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,忙,"[""바쁘다""]","[""busy"", ""occupied"", ""restless""]",copied_linked_word_gloss,2,N1:多忙=바쁜 | N5:忙しい=바쁘다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,怠,"[""나른하다""]","[""neglect"", ""laziness""]",copied_linked_word_gloss,2,"N1:怠る=게을리하다,소홀히하다 | N3:怠い=나른하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,怪,"[""수상하다""]","[""suspicious"", ""mystery"", ""apparition""]",copied_linked_word_gloss,2,N1:怪獣=괴수 | N3:怪しい=수상하다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,怯,"[""겁먹다"", ""두려워하다"", ""겁을 내다""]","[""cowardice"", ""wince"", ""flinch"", ""hesitate"", ""waver""]",copied_linked_word_gloss,2,"N1:怯える=겁먹다, 두려워하다; 겁을 내다 | N2:卑怯=비겁함, 비열함",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,恨,"[""원한"", ""원망""]","[""regret"", ""bear a grudge"", ""resentment"", ""malice"", ""hatred""]",copied_linked_word_gloss,2,"N1:恨む=원망하다 | N2:恨み=원한, 원망",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,惜,"[""아깝다"", ""애석하다""]","[""pity"", ""be sparing of"", ""frugal"", ""stingy"", ""regret""]",copied_linked_word_gloss,2,"N1:惜しむ=아끼다, 애석해하다 | N3:惜しい=아깝다,애석하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,愚,"[""어리석은""]","[""foolish"", ""folly"", ""absurdity"", ""stupid""]",copied_linked_word_gloss,2,"N1:愚痴=푸념, 넋두리 | N1:愚か=어리석은",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,慕,"[""사모하다"", ""추앙하다""]","[""pining"", ""yearn for"", ""love dearly"", ""adore""]",copied_linked_word_gloss,2,"N1:慕う=사모하다,추앙하다 | N1:慕われる=추앙받다, 존경받다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,憧,"[""동경"", ""그리움""]","[""yearn after"", ""long for"", ""aspire to"", ""admire"", ""adore""]",copied_linked_word_gloss,2,"N1:憧れ=동경, 그리움 | N2:憧れる=동경하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,憩,"[""휴식""]","[""recess"", ""rest"", ""relax"", ""repose""]",copied_linked_word_gloss,2,N1:憩い=휴식 | N3:休憩=휴식,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,懐,"[""정들다"", ""따르다""]","[""feelings"", ""heart"", ""yearn"", ""miss someone"", ""become attached to"", ""bosom"", ""breast"", ""pocket""]",copied_linked_word_gloss,2,"N1:懐く=정들다, 따르다 | N3:懐かしい=그립다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,戒,"[""훈계하다"", ""경고하다""]","[""commandment""]",copied_linked_word_gloss,2,"N1:戒める=훈계하다,경고하다 | N1:警戒=경계",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,拍,"[""박수"", ""박자""]","[""clap"", ""beat (music)""]",copied_linked_word_gloss,2,N1:拍子=박자 | N3:拍手=박수,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,拘,"[""집착하다"", ""세세하게신경을쓰다""]","[""arrest"", ""seize"", ""concerned"", ""adhere to"", ""despite""]",copied_linked_word_gloss,2,"N1:拘る=집착하다,세세하게신경을쓰다 | N3:拘束=구속",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,挟,"[""잡다"", ""들다 사이"", ""삽입하다""]","[""pinch"", ""between""]",copied_linked_word_gloss,2,"N2:挟む=잡다, 들다 사이, 삽입하다 | N2:挟まる=끼이다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,捜,"[""잃은 사람·물건을 수색하다""]","[""search"", ""look for"", ""locate""]",copied_linked_word_gloss,2,"N1:捜索=수색, 탐색 | N2:捜す=잃은 사람·물건을 수색하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,控,"[""삼가다"", ""앞두다"", ""기록하다""]","[""withdraw"", ""draw in"", ""hold back"", ""refrain from"", ""be moderate""]",copied_linked_word_gloss,2,"N1:控除=공제 | N1:控える=삼가다,앞두다,기록하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,掲,"[""내걸다"", ""내세우다""]","[""put up (a notice)"", ""put up"", ""hoist"", ""display"", ""hang out"", ""publish"", ""describe""]",copied_linked_word_gloss,2,"N1:掲げる=내걸다,내세우다 | N1:掲載=게재",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,揉,"[""주무르다"", ""비비다""]","[""rub"", ""massage"", ""shampoo"", ""debate vigorously"", ""train"", ""coach"", ""worry"", ""get in trouble""]",copied_linked_word_gloss,2,"N1:揉める=옥신각신하다, 분쟁이 일다 | N2:揉む=주무르다, 비비다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,描,"[""그리다"", ""묘사하다""]","[""sketch"", ""compose"", ""write"", ""draw"", ""paint""]",copied_linked_word_gloss,2,"N3:描く=그리다, 묘사하다 | N3:描く=그리다, 묘사하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,摩,"[""문지르다"", ""쓰다듬다""]","[""chafe"", ""rub"", ""polish"", ""grind"", ""scrape""]",copied_linked_word_gloss,2,"N1:摩る=문지르다, 쓰다듬다 | N1:摩擦=마찰",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,曇,"[""흐림""]","[""cloudy weather"", ""cloud up""]",copied_linked_word_gloss,2,N5:曇る=흐리다 | N5:曇り=흐림,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,枯,"[""시들다""]","[""wither"", ""die"", ""dry up"", ""be seasoned""]",copied_linked_word_gloss,2,N1:枯渇=고갈 | N3:枯れる=시들다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,栄,"[""번영하다"", ""번창하다""]","[""flourish"", ""prosperity"", ""honor"", ""glory"", ""splendor""]",copied_linked_word_gloss,2,"N1:栄える=번영하다, 번창하다 | N3:栄養=영양",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,殊,"[""특히""]","[""particularly"", ""especially"", ""exceptionally""]",copied_linked_word_gloss,2,N1:殊に=특히 | N2:特殊=특수,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,河,"[""강""]","[""river""]",copied_linked_word_gloss,2,N1:河川=강 | N2:運河=운하,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,泳,"[""헤엄치다""]","[""swim""]",copied_linked_word_gloss,2,N4:水泳=수영 | N5:泳ぐ=헤엄치다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,添,"[""첨부하다"", ""덧붙이다""]","[""annexed"", ""accompany"", ""marry"", ""suit"", ""meet"", ""satisfy"", ""attach"", ""append"", ""garnish"", ""imitate""]",copied_linked_word_gloss,2,"N1:添付=첨부 | N2:添える=첨부하다,덧붙이다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,潤,"[""축축해지다"", ""윤택해지다""]","[""wet"", ""be watered"", ""profit by"", ""receive benefits"", ""favor"", ""charm"", ""steep""]",copied_linked_word_gloss,2,"N1:潤す=축축하게 하다, 적시다 | N1:潤う=축축해지다,윤택해지다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,濃,"[""짙다"", ""진하다"", ""농도가 높다""]","[""concentrated"", ""thick"", ""dark"", ""undiluted""]",copied_linked_word_gloss,2,"N2:濃度=농도 | N3:濃い=짙다, 진하다, 농도가 높다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,狙,"[""목표""]","[""aim at"", ""sight"", ""shadow"", ""stalk""]",copied_linked_word_gloss,2,N2:狙う=목표 에서 | N2:狙い=목표,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,甘,"[""달다"", ""엄하지않다""]","[""sweet"", ""coax"", ""pamper"", ""be content"", ""sugary""]",copied_linked_word_gloss,2,"N2:甘やかす=응석부리게하다 | N3:甘い=달다,엄하지않다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,盗,"[""훔치다"", ""강탈하다""]","[""steal"", ""rob"", ""pilfer""]",copied_linked_word_gloss,2,"N2:盗難=강도, 절도 | N4:盗む=훔치다, 강탈하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,砕,"[""부수다"", ""깨다""]","[""smash"", ""break"", ""crush"", ""familiar"", ""popular""]",copied_linked_word_gloss,2,"N1:砕ける=부서지다, (기세 등)꺾이다 | N2:砕く=부수다, 깨다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,祈,"[""빌다"", ""기원하다""]","[""pray"", ""wish""]",copied_linked_word_gloss,2,"N1:祈り=기도 | N2:祈る=빌다,기원하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,種,"[""종(種)"", ""종류""]","[""species"", ""kind"", ""class"", ""variety"", ""seed""]",context_parentheses,5,"N1:品種=품종 | N1:各種=각종, 여러 종류 | N3:一種=일종, 한 종류 | N3:人種=인종 | N3:種類=종류",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,穏,"[""온화함"", ""평온함""]","[""calm"", ""quiet"", ""moderation""]",copied_linked_word_gloss,2,"N2:穏やかだ=온화하다 | N3:穏やか=온화함, 평온함",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,縫,"[""꿰매다"", ""바느질하다""]","[""sew"", ""stitch"", ""embroider""]",copied_linked_word_gloss,2,"N2:縫う=꿰매다, 바느질하다 | N2:裁縫=재봉, 바느질",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,羨,"[""부러워하다""]","[""envious"", ""be jealous"", ""covet""]",copied_linked_word_gloss,2,N2:羨む=부러워하다 | N3:羨ましい=부럽다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,翻,"[""뒤집다"", ""번복하다""]","[""flip"", ""turn over"", ""wave"", ""flutter"", ""change (mind)""]",copied_linked_word_gloss,2,"N1:翻す=뒤집다,번복하다 | N4:翻訳=번역",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,老,"[""늙다"", ""나이를 먹다""]","[""old man"", ""old age"", ""grow old""]",copied_linked_word_gloss,2,"N1:老いる=늙다, 나이를 먹다 | N3:老人=노인",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,臨,"[""임하다"", ""상황에직면하다""]","[""look to"", ""face"", ""meet"", ""confront"", ""attend"", ""call on""]",copied_linked_word_gloss,2,"N1:臨む=임하다,상황에직면하다 | N2:臨時=임시, 특별",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,荒,"[""행동·말투·파도 등이 거칠다""]","[""laid waste"", ""rough"", ""rude"", ""wild""]",copied_linked_word_gloss,2,N2:荒れる=거칠어지다 | N2:荒い=행동·말투·파도 등이 거칠다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,褒,"[""칭찬하다""]","[""praise"", ""extol""]",copied_linked_word_gloss,2,"N1:褒美=포상, 상 | N4:褒める=칭찬하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,西,"[""서(쪽)""]","[""west"", ""Spain""]",context_parentheses,6,"N1:西日=석양빛, 서향 볕 | N2:関西=간사이 | N2:西暦=서력, 서기 | N2:東西=동서, 온 나라 | N4:西洋=서양",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,誓,"[""맹세하다""]","[""vow"", ""swear"", ""pledge""]",copied_linked_word_gloss,2,N1:誓約書=서약서 | N2:誓う=맹세하다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,謙,"[""겸손""]","[""self-effacing"", ""humble oneself"", ""condescend"", ""be modest""]",copied_linked_word_gloss,2,"N2:謙虚=겸손, 겸양 | N2:謙遜=겸양, 겸손",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,30,謡,"[""노래""]","[""song"", ""sing"", ""ballad"", ""noh chanting""]",copied_linked_word_gloss,2,"N2:民謡=민요 | N2:歌謡=가요, 노래",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
